-8.952444215998712,-5.074491788568601,20877273.364194807,-14.34382983167994,0.051099686700450495,-3.725641644268597,28151737.575951505,-22.400778630913823,25035042.75836336,-7.193179257520897,22560358.13945188,189.34320277406758,34048039.03038803,42.590593995121836,0.12444694753110114
-8.91541843934058,0.33525858531993513,20189481.008186907,-15.565444032868395,0.049867175409136225,-0.04678963490203594,27009846.31022199,-17.28269646547159,25452857.3646108,-11.235345507950894,22947648.28266902,186.7484083531308,34108413.352769904,40.765824396167005,0.12576095286275427
-9,0.345,21000000.0,-16,0.05,2.5295243899054407,30000000.0,-23,27000000.0,-3.8333968032452006,24000000.26602658,184,32000001.682505894,39.14000672223319,3.253099345258833
-9.089422158661412,0.33525858531993513,20189480.366848033,-15.565444032868395,0.049867175409136225,-0.24463142638598342,27009846.31022199,-22.841000826212223,25452857.3646108,-7.289569290177992,22947648.28266902,190.35821467212645,34108413.352769904,40.765824396167005,0.7767385605982481
-8.592862211760792,0.3675503123207669,20151865.80111821,-14.806842995955494,0.04610999756456259,-0.0541922273866927,27336944.766492207,-21.478359321177543,26098729.368999787,-8.098814371238417,25599122.98046249,201.32686449387788,31827571.775642477,46.561918872847244,0.11417812990300719
-8.64549447130234,0.3696381620890139,22625008.169241156,-15.35565078789654,0.051418928270791184,-0.05069223386620377,28423502.32195708,-25.126707399014318,27842939.070701633,-8.717998027263834,22312931.428538967,175.08969603486253,34695672.72401246,43.205110902936646,0.11548183322281219
-9.089422158661412,0.33525858531993513,20189480.366848033,-15.565444032868395,0.049867175409136225,-0.04678963490203594,27009846.31022199,-22.841000826212223,25452857.3646108,-7.289569290177992,22947648.28266902,190.35821467212645,34108413.352769904,40.765824396167005,0.12576095286275427
-9.398319478663046,0.3162729478165697,21753752.072376154,-14.41709844893567,0.045638283653152256,-0.04605412651499334,27274320.153148588,-23.408852990079122,25483949.50413587,-7.51477993832614,25511771.7515067,193.92421538284663,31340882.67763321,42.423816581538205,0.12424469827751576
-8.957084872012823,0.3539851147480031,20596636.072187588,-17.34407684056425,0.04516851620402271,-0.05487610550736253,31224686.66342005,-24.39837694547873,28636771.317783404,-7.522187384350985,25533203.12898845,189.62925572901904,29743558.124533273,48.25198272429857,0.11707886044680148
-9,0.345,21000000.0,-16,0.05,-0.05,30000000.0,-23,27000000.0,-8,24000000.0,184,32000000.0,45,0.1185
